SalesID,AddressID,ShipMode,ShipDate
S0000007127,A003483,Second Class,2016-09-29
S0000007128,A003484,Standard Class,2016-11-20
S0000007129,A003484,Standard Class,2016-11-20
S0000007130,A003485,Standard Class,2016-04-22
S0000007131,A003485,Standard Class,2016-04-22
S0000007132,A003486,Standard Class,2017-12-01
S0000007133,A003486,Standard Class,2017-12-01
S0000007134,A003486,Standard Class,2017-12-01
S0000007135,A003486,Standard Class,2017-12-01
S0000007136,A003486,Standard Class,2017-12-01
S0000007137,A003487,Standard Class,2015-11-27
S0000007138,A003487,Standard Class,2015-11-27
S0000007139,A003487,Standard Class,2015-11-27
S0000007140,A003487,Standard Class,2015-11-27
S0000007141,A003488,Same Day,2017-09-07
S0000007142,A003488,Same Day,2017-09-07
S0000007143,A003489,Standard Class,2014-11-29
S0000007144,A003490,Standard Class,2017-03-16
S0000007145,A003490,Standard Class,2017-03-16
S0000007146,A003490,Standard Class,2017-03-16
S0000007147,A003490,Standard Class,2017-03-16
S0000007148,A003491,Standard Class,2016-06-17
S0000007149,A003491,Standard Class,2016-06-17
S0000007150,A003492,Standard Class,2015-06-30
S0000007151,A003493,Standard Class,2017-12-26
S0000007152,A003494,Second Class,2017-12-25
S0000007153,A003495,Standard Class,2014-10-15
S0000007154,A003496,Standard Class,2015-12-15
S0000007155,A003497,Second Class,2015-12-27
S0000007156,A003497,Second Class,2015-12-27
S0000007157,A003498,Standard Class,2017-05-04
S0000007158,A003499,Second Class,2016-03-31
S0000007159,A003499,Second Class,2016-03-31
S0000007160,A003500,Second Class,2015-05-18
S0000007161,A003500,Second Class,2015-05-18
S0000007162,A003501,Standard Class,2014-07-09
S0000007163,A003501,Standard Class,2014-07-09
S0000007164,A003502,Second Class,2014-04-24
S0000007165,A003502,Second Class,2014-04-24
S0000007166,A003503,First Class,2016-09-22
S0000007167,A003504,Second Class,2014-07-24
S0000007168,A003504,Second Class,2014-07-24
S0000007169,A003504,Second Class,2014-07-24
S0000007170,A003504,Second Class,2014-07-24
S0000007171,A000904,Standard Class,2017-10-14
S0000007172,A003505,Second Class,2017-04-27
S0000007173,A003506,Standard Class,2017-03-30
S0000007174,A003506,Standard Class,2017-03-30
S0000007175,A003506,Standard Class,2017-03-30
S0000007176,A003506,Standard Class,2017-03-30
S0000007177,A003506,Standard Class,2017-03-30
S0000007178,A003507,Standard Class,2017-05-10
S0000007179,A003507,Standard Class,2017-05-10
S0000007180,A003508,Standard Class,2016-11-18
S0000007181,A003509,First Class,2014-01-07
S0000007182,A003510,Second Class,2016-12-30
S0000007183,A003511,Standard Class,2017-05-04
S0000007184,A003512,First Class,2017-04-23
S0000007185,A003513,Standard Class,2017-08-24
S0000007186,A003513,Standard Class,2017-08-24
S0000007187,A003513,Standard Class,2017-08-24
S0000007188,A003513,Standard Class,2017-08-24
S0000007189,A003513,Standard Class,2017-08-24
S0000007190,A003514,First Class,2016-11-15
S0000007191,A003514,First Class,2016-11-15
S0000007192,A003515,Second Class,2016-10-06
S0000007193,A003515,Second Class,2016-10-06
S0000007194,A003516,First Class,2016-02-14
S0000007195,A003516,First Class,2016-02-14
S0000007196,A003517,Standard Class,2016-11-17
S0000007197,A002669,Standard Class,2014-04-30
S0000007198,A002669,Standard Class,2014-04-30
S0000007199,A003518,Standard Class,2015-08-15
S0000007200,A003518,Standard Class,2015-08-15
S0000007201,A003519,Standard Class,2016-12-03
S0000007202,A003519,Standard Class,2016-12-03
S0000007203,A003520,Same Day,2016-10-28
S0000007204,A003521,Standard Class,2015-01-02
S0000007205,A003522,Standard Class,2015-09-17
S0000007206,A003523,Standard Class,2017-10-06
S0000007207,A003523,Standard Class,2017-10-06
S0000007208,A003524,First Class,2016-09-13
S0000007209,A003524,First Class,2016-09-13
S0000007210,A003524,First Class,2016-09-13
S0000007211,A003525,Standard Class,2016-06-06
S0000007212,A003525,Standard Class,2016-06-06
S0000007213,A003525,Standard Class,2016-06-06
S0000007214,A003526,Standard Class,2017-10-19
S0000007215,A003527,Second Class,2015-09-30
S0000007216,A003527,Second Class,2015-09-30
S0000007217,A003528,First Class,2015-05-06
S0000007218,A003528,First Class,2015-05-06
S0000007219,A003528,First Class,2015-05-06
S0000007220,A003528,First Class,2015-05-06
S0000007221,A003529,Standard Class,2017-01-13
S0000007222,A003530,Standard Class,2017-01-31
S0000007223,A003531,Standard Class,2017-09-06
S0000007224,A003532,Standard Class,2016-07-18
S0000007225,A003532,Standard Class,2016-07-18
S0000007226,A003532,Standard Class,2016-07-18
S0000007227,A003533,Standard Class,2017-02-28
S0000007228,A003533,Standard Class,2017-02-28
S0000007229,A003534,First Class,2014-07-22
S0000007230,A003534,First Class,2014-07-22
S0000007231,A003535,First Class,2017-03-15
S0000007232,A003535,First Class,2017-03-15
S0000007233,A003535,First Class,2017-03-15
S0000007234,A003536,Standard Class,2016-03-12
S0000007235,A003536,Standard Class,2016-03-12
S0000007236,A003536,Standard Class,2016-03-12
S0000007237,A003537,First Class,2014-12-10
S0000007238,A003538,Same Day,2016-07-10
S0000007239,A003539,Standard Class,2016-12-30
S0000007240,A003539,Standard Class,2016-12-30
S0000007241,A003540,Second Class,2017-04-25
S0000007242,A003540,Second Class,2017-04-25
S0000007243,A003540,Second Class,2017-04-25
S0000007244,A003541,Second Class,2017-08-22
S0000007245,A003542,First Class,2017-05-25
S0000007246,A003543,Standard Class,2017-02-13
S0000007247,A003544,Standard Class,2014-03-08
S0000007248,A003544,Standard Class,2014-03-08
S0000007249,A003544,Standard Class,2014-03-08
S0000007250,A003545,Second Class,2015-06-09
S0000007251,A003545,Second Class,2015-06-09
S0000007252,A003546,Standard Class,2016-09-02
S0000007253,A003547,Standard Class,2016-09-18
S0000007254,A003548,Standard Class,2016-06-04
S0000007255,A003548,Standard Class,2016-06-04
S0000007256,A003548,Standard Class,2016-06-04
S0000007257,A003548,Standard Class,2016-06-04
S0000007258,A003548,Standard Class,2016-06-04
S0000007259,A003548,Standard Class,2016-06-04
S0000007260,A003548,Standard Class,2016-06-04
S0000007261,A003548,Standard Class,2016-06-04
S0000007262,A003549,Second Class,2017-06-13
S0000007263,A003550,Standard Class,2017-10-28
S0000007264,A003550,Standard Class,2017-10-28
S0000007265,A003551,Standard Class,2017-06-17
S0000007266,A003552,Second Class,2014-11-26
S0000007267,A003553,Same Day,2017-08-16
S0000007268,A003553,Same Day,2017-08-16
S0000007269,A003554,Standard Class,2016-01-20
S0000007270,A003554,Standard Class,2016-01-20
S0000007271,A002909,Standard Class,2016-09-22
S0000007272,A002909,Standard Class,2016-09-22
S0000007273,A003555,Standard Class,2016-10-14
S0000007274,A003555,Standard Class,2016-10-14
S0000007275,A003556,Standard Class,2015-11-17
S0000007276,A003556,Standard Class,2015-11-17
S0000007277,A003557,Standard Class,2014-11-06
S0000007278,A003558,First Class,2016-07-21
S0000007279,A003558,First Class,2016-07-21
S0000007280,A003559,Same Day,2016-05-14
S0000007281,A003560,Standard Class,2015-02-27
S0000007282,A003561,Standard Class,2017-10-21
S0000007283,A003562,Standard Class,2017-06-29
S0000007284,A003563,Standard Class,2017-09-13
S0000007285,A003563,Standard Class,2017-09-13
S0000007286,A001420,Standard Class,2017-10-19
S0000007287,A003564,Standard Class,2016-06-25
S0000007288,A003564,Standard Class,2016-06-25
S0000007289,A003565,Standard Class,2014-09-07
S0000007290,A003566,First Class,2016-01-31
S0000007291,A003566,First Class,2016-01-31
S0000007292,A003566,First Class,2016-01-31
S0000007293,A003567,Standard Class,2017-12-09
S0000007294,A003568,Standard Class,2016-01-29
S0000007295,A003569,Standard Class,2015-05-31
S0000007296,A003570,First Class,2014-05-05
S0000007297,A003570,First Class,2014-05-05
S0000007298,A003571,Second Class,2015-02-14
S0000007299,A003572,First Class,2014-11-21
S0000007300,A003572,First Class,2014-11-21
S0000007301,A003572,First Class,2014-11-21
S0000007302,A003572,First Class,2014-11-21
S0000007303,A003572,First Class,2014-11-21
S0000007304,A003573,Standard Class,2017-09-08
S0000007305,A003573,Standard Class,2017-09-08
S0000007306,A003574,Standard Class,2014-04-02
S0000007307,A003575,Second Class,2016-11-07
S0000007308,A003575,Second Class,2016-11-07
S0000007309,A003575,Second Class,2016-11-07
S0000007310,A003576,Second Class,2017-06-14
S0000007311,A003577,Standard Class,2015-08-14
S0000007312,A003578,Standard Class,2015-10-13
S0000007313,A003578,Standard Class,2015-10-13
S0000007314,A003578,Standard Class,2015-10-13
S0000007315,A003579,Standard Class,2016-06-02
S0000007316,A003580,Second Class,2017-05-16
S0000007317,A003581,Standard Class,2016-10-20
S0000007318,A003582,Standard Class,2017-11-21
S0000007319,A003582,Standard Class,2017-11-21
S0000007320,A003583,Second Class,2017-11-29
S0000007321,A003583,Second Class,2017-11-29
S0000007322,A003584,Standard Class,2017-09-07
S0000007323,A003584,Standard Class,2017-09-07
S0000007324,A003585,First Class,2017-12-08
S0000007325,A003585,First Class,2017-12-08
S0000007326,A003586,Standard Class,2017-11-17
S0000007327,A003586,Standard Class,2017-11-17
S0000007328,A003587,Standard Class,2014-03-24
S0000007329,A003587,Standard Class,2014-03-24
S0000007330,A003587,Standard Class,2014-03-24
S0000007331,A003588,First Class,2016-11-13
S0000007332,A002383,Standard Class,2017-10-30
S0000007333,A002383,Standard Class,2017-10-30
S0000007334,A003589,Standard Class,2015-04-17
S0000007335,A003589,Standard Class,2015-04-17
S0000007336,A002824,Standard Class,2015-12-30
S0000007337,A002824,Standard Class,2015-12-30
S0000007338,A003590,First Class,2017-09-23
S0000007339,A003591,Second Class,2014-12-23
S0000007340,A003592,First Class,2015-07-21
S0000007341,A003593,Standard Class,2014-08-01
S0000007342,A003593,Standard Class,2014-08-01
S0000007343,A003593,Standard Class,2014-08-01
S0000007344,A003594,Standard Class,2015-01-01
S0000007345,A003595,Standard Class,2017-12-17
S0000007346,A003595,Standard Class,2017-12-17
S0000007347,A003595,Standard Class,2017-12-17
S0000007348,A003595,Standard Class,2017-12-17
S0000007349,A003596,Standard Class,2014-03-07
S0000007350,A003597,Standard Class,2017-10-27
S0000007351,A003597,Standard Class,2017-10-27
S0000007352,A003598,Standard Class,2017-11-16
S0000007353,A003599,Second Class,2017-03-18
S0000007354,A003600,Standard Class,2016-09-29
S0000007355,A003601,Standard Class,2017-02-13
S0000007356,A003602,Second Class,2016-01-02
S0000007357,A003603,Standard Class,2016-10-14
S0000007358,A003603,Standard Class,2016-10-14
S0000007359,A003604,Second Class,2015-01-03
S0000007360,A003604,Second Class,2015-01-03
S0000007361,A003605,First Class,2016-04-14
S0000007362,A003605,First Class,2016-04-14
S0000007363,A003605,First Class,2016-04-14
S0000007364,A003606,Standard Class,2016-12-04
S0000007365,A003606,Standard Class,2016-12-04
S0000007366,A003606,Standard Class,2016-12-04
S0000007367,A003606,Standard Class,2016-12-04
S0000007368,A003606,Standard Class,2016-12-04
S0000007369,A003607,First Class,2017-04-17
S0000007370,A003608,Second Class,2015-03-11
S0000007371,A003609,Standard Class,2014-11-01
S0000007372,A003610,Second Class,2017-01-09
S0000007373,A003610,Second Class,2017-01-09
S0000007374,A003610,Second Class,2017-01-09
S0000007375,A003610,Second Class,2017-01-09
S0000007376,A003611,Standard Class,2017-08-20
S0000007377,A003612,First Class,2017-11-05
S0000007378,A003613,Standard Class,2014-09-23
S0000007379,A003614,Same Day,2015-05-31
S0000007380,A003615,Standard Class,2016-09-18
S0000007381,A003615,Standard Class,2016-09-18
S0000007382,A003615,Standard Class,2016-09-18
S0000007383,A003615,Standard Class,2016-09-18
S0000007384,A003615,Standard Class,2016-09-18
S0000007385,A003615,Standard Class,2016-09-18
S0000007386,A003615,Standard Class,2016-09-18
S0000007387,A003615,Standard Class,2016-09-18
S0000007388,A003615,Standard Class,2016-09-18
S0000007389,A003615,Standard Class,2016-09-18
S0000007390,A003616,Standard Class,2017-12-03
S0000007391,A003616,Standard Class,2017-12-03
S0000007392,A003617,Second Class,2017-12-07
S0000007393,A003618,Standard Class,2017-05-06
S0000007394,A003618,Standard Class,2017-05-06
S0000007395,A003618,Standard Class,2017-05-06
S0000007396,A003619,Standard Class,2016-12-30
S0000007397,A003619,Standard Class,2016-12-30
S0000007398,A003620,Same Day,2014-09-30
S0000007399,A003621,Second Class,2014-07-15
S0000007400,A003621,Second Class,2014-07-15
S0000007401,A003622,Standard Class,2016-09-13
S0000007402,A003622,Standard Class,2016-09-13
S0000007403,A003623,Standard Class,2017-08-10
S0000007404,A003624,Standard Class,2015-05-19
S0000007405,A003624,Standard Class,2015-05-19
S0000007406,A003624,Standard Class,2015-05-19
S0000007407,A003624,Standard Class,2015-05-19
S0000007408,A003625,First Class,2017-01-21
S0000007409,A003626,Standard Class,2016-06-06
S0000007410,A003627,Standard Class,2014-04-12
S0000007411,A003628,First Class,2014-07-24
S0000007412,A003629,Standard Class,2017-06-03
S0000007413,A003629,Standard Class,2017-06-03
S0000007414,A003629,Standard Class,2017-06-03
S0000007415,A003630,Second Class,2016-03-15
S0000007416,A003630,Second Class,2016-03-15
S0000007417,A003630,Second Class,2016-03-15
S0000007418,A003630,Second Class,2016-03-15
S0000007419,A003630,Second Class,2016-03-15
S0000007420,A003630,Second Class,2016-03-15
S0000007421,A003630,Second Class,2016-03-15
S0000007422,A003630,Second Class,2016-03-15
S0000007423,A003630,Second Class,2016-03-15
S0000007424,A003631,Standard Class,2017-04-14
S0000007425,A003631,Standard Class,2017-04-14
S0000007426,A003632,Second Class,2016-06-27
S0000007427,A003632,Second Class,2016-06-27
S0000007428,A003633,Standard Class,2014-03-21
S0000007429,A003633,Standard Class,2014-03-21
S0000007430,A003633,Standard Class,2014-03-21
S0000007431,A003633,Standard Class,2014-03-21
S0000007432,A003633,Standard Class,2014-03-21
S0000007433,A003634,Standard Class,2014-08-13
S0000007434,A003634,Standard Class,2014-08-13
S0000007435,A003635,Standard Class,2015-07-31
S0000007436,A003635,Standard Class,2015-07-31
S0000007437,A003635,Standard Class,2015-07-31
S0000007438,A003636,Standard Class,2014-02-19
S0000007439,A003637,Second Class,2015-03-27
S0000007440,A003638,Standard Class,2017-09-06
S0000007441,A003638,Standard Class,2017-09-06
S0000007442,A003639,First Class,2015-11-18
S0000007443,A003640,First Class,2014-12-11
S0000007444,A003640,First Class,2014-12-11
S0000007445,A003641,Second Class,2017-02-07
S0000007446,A003641,Second Class,2017-02-07
S0000007447,A003641,Second Class,2017-02-07
S0000007448,A003641,Second Class,2017-02-07
S0000007449,A003642,First Class,2017-11-14
S0000007450,A003643,Second Class,2017-09-22
S0000007451,A003643,Second Class,2017-09-22
S0000007452,A003643,Second Class,2017-09-22
S0000007453,A003643,Second Class,2017-09-22
S0000007454,A003644,Standard Class,2017-07-01
S0000007455,A003645,Standard Class,2016-08-04
S0000007456,A003645,Standard Class,2016-08-04
S0000007457,A003646,First Class,2015-04-18
S0000007458,A003646,First Class,2015-04-18
S0000007459,A003646,First Class,2015-04-18
S0000007460,A003646,First Class,2015-04-18
S0000007461,A003647,Second Class,2015-04-14
S0000007462,A003647,Second Class,2015-04-14
S0000007463,A003648,Second Class,2015-03-01
S0000007464,A003649,Standard Class,2016-09-15
S0000007465,A003649,Standard Class,2016-09-15
S0000007466,A003649,Standard Class,2016-09-15
S0000007467,A003650,Standard Class,2016-05-23
S0000007468,A003651,Second Class,2017-11-15
S0000007469,A003652,Standard Class,2014-09-20
S0000007470,A003652,Standard Class,2014-09-20
S0000007471,A003653,Standard Class,2015-09-20
S0000007472,A003653,Standard Class,2015-09-20
S0000007473,A003654,First Class,2016-07-03
S0000007474,A003655,Standard Class,2016-04-15
S0000007475,A003656,Standard Class,2014-01-10
S0000007476,A003656,Standard Class,2014-01-10
S0000007477,A003656,Standard Class,2014-01-10
S0000007478,A003656,Standard Class,2014-01-10
S0000007479,A003656,Standard Class,2014-01-10
S0000007480,A003656,Standard Class,2014-01-10
S0000007481,A003656,Standard Class,2014-01-10
S0000007482,A003657,Second Class,2016-09-03
S0000007483,A003658,Standard Class,2014-09-30
S0000007484,A003659,Second Class,2014-12-17
S0000007485,A003660,Standard Class,2018-01-02
S0000007486,A003660,Standard Class,2018-01-02
S0000007487,A003661,Second Class,2015-12-24
S0000007488,A003661,Second Class,2015-12-24
S0000007489,A003661,Second Class,2015-12-24
S0000007490,A003662,Standard Class,2017-11-09
S0000007491,A003663,Standard Class,2015-09-16
S0000007492,A003664,Same Day,2017-11-16
S0000007493,A003665,Standard Class,2017-09-16
S0000007494,A003665,Standard Class,2017-09-16
S0000007495,A003665,Standard Class,2017-09-16
S0000007496,A003666,Standard Class,2017-07-18
S0000007497,A003666,Standard Class,2017-07-18
S0000007498,A003666,Standard Class,2017-07-18
S0000007499,A003666,Standard Class,2017-07-18
S0000007500,A003666,Standard Class,2017-07-18
S0000007501,A003666,Standard Class,2017-07-18
S0000007502,A003666,Standard Class,2017-07-18
S0000007503,A003667,Same Day,2017-03-30
S0000007504,A003667,Same Day,2017-03-30
S0000007505,A003668,Second Class,2016-02-04
S0000007506,A003669,Standard Class,2017-06-13
S0000007507,A003670,Standard Class,2014-11-06
S0000007508,A003670,Standard Class,2014-11-06
S0000007509,A003671,Standard Class,2017-07-18
S0000007510,A003671,Standard Class,2017-07-18
S0000007511,A003671,Standard Class,2017-07-18
S0000007512,A003671,Standard Class,2017-07-18
S0000007513,A003671,Standard Class,2017-07-18
S0000007514,A003671,Standard Class,2017-07-18
S0000007515,A003672,Second Class,2017-12-12
S0000007516,A003672,Second Class,2017-12-12
S0000007517,A003672,Second Class,2017-12-12
S0000007518,A003672,Second Class,2017-12-12
S0000007519,A003672,Second Class,2017-12-12
S0000007520,A003672,Second Class,2017-12-12
S0000007521,A003672,Second Class,2017-12-12
S0000007522,A003673,Standard Class,2016-09-11
S0000007523,A003673,Standard Class,2016-09-11
S0000007524,A003673,Standard Class,2016-09-11
S0000007525,A003674,Standard Class,2014-09-16
S0000007526,A003674,Standard Class,2014-09-16
S0000007527,A003675,Same Day,2017-09-26
S0000007528,A003675,Same Day,2017-09-26
S0000007529,A003675,Same Day,2017-09-26
S0000007530,A003675,Same Day,2017-09-26
S0000007531,A003675,Same Day,2017-09-26
S0000007532,A003676,First Class,2016-06-19
S0000007533,A003676,First Class,2016-06-19
S0000007534,A003677,Standard Class,2017-03-01
S0000007535,A003677,Standard Class,2017-03-01
S0000007536,A003678,Standard Class,2017-04-07
S0000007537,A003679,Standard Class,2017-12-08
S0000007538,A003680,Second Class,2016-02-22
S0000007539,A003681,Standard Class,2017-12-06
S0000007540,A003681,Standard Class,2017-12-06
S0000007541,A003681,Standard Class,2017-12-06
S0000007542,A003681,Standard Class,2017-12-06
S0000007543,A003681,Standard Class,2017-12-06
S0000007544,A003681,Standard Class,2017-12-06
S0000007545,A003681,Standard Class,2017-12-06
S0000007546,A003682,Standard Class,2014-10-15
S0000007547,A003682,Standard Class,2014-10-15
S0000007548,A003682,Standard Class,2014-10-15
S0000007549,A003682,Standard Class,2014-10-15
S0000007550,A003683,First Class,2016-09-07
S0000007551,A003684,Standard Class,2014-11-25
S0000007552,A003684,Standard Class,2014-11-25
S0000007553,A003684,Standard Class,2014-11-25
S0000007554,A003684,Standard Class,2014-11-25
S0000007555,A003685,Second Class,2014-05-14
S0000007556,A003685,Second Class,2014-05-14
S0000007557,A003686,Standard Class,2017-12-02
S0000007558,A003686,Standard Class,2017-12-02
S0000007559,A003687,Standard Class,2014-11-05
S0000007560,A003687,Standard Class,2014-11-05
S0000007561,A003687,Standard Class,2014-11-05
S0000007562,A003688,First Class,2017-01-01
S0000007563,A003689,Standard Class,2016-09-07
S0000007564,A003690,First Class,2017-10-07
S0000007565,A003691,Second Class,2016-02-01
S0000007566,A003691,Second Class,2016-02-01
S0000007567,A003692,First Class,2017-04-23
S0000007568,A003692,First Class,2017-04-23
S0000007569,A003693,Standard Class,2014-12-10
S0000007570,A003693,Standard Class,2014-12-10
S0000007571,A003693,Standard Class,2014-12-10
S0000007572,A003694,Standard Class,2014-10-26
S0000007573,A003694,Standard Class,2014-10-26
S0000007574,A003694,Standard Class,2014-10-26
S0000007575,A003695,Standard Class,2015-12-12
S0000007576,A003695,Standard Class,2015-12-12
S0000007577,A003696,Second Class,2014-11-07
S0000007578,A003696,Second Class,2014-11-07
S0000007579,A003697,First Class,2016-12-21
S0000007580,A003698,Second Class,2015-11-27
S0000007581,A003698,Second Class,2015-11-27
S0000007582,A003699,First Class,2015-08-16
S0000007583,A003700,Standard Class,2015-04-21
S0000007584,A003701,Standard Class,2014-03-25
S0000007585,A003701,Standard Class,2014-03-25
S0000007586,A003701,Standard Class,2014-03-25
S0000007587,A003701,Standard Class,2014-03-25
S0000007588,A003701,Standard Class,2014-03-25
S0000007589,A003702,Standard Class,2017-11-22
S0000007590,A003703,Standard Class,2015-09-29
S0000007591,A003704,Standard Class,2016-09-09
S0000007592,A003704,Standard Class,2016-09-09
S0000007593,A003704,Standard Class,2016-09-09
S0000007594,A003704,Standard Class,2016-09-09
S0000007595,A003705,Standard Class,2017-04-24
S0000007596,A003705,Standard Class,2017-04-24
S0000007597,A003706,Standard Class,2015-06-19
S0000007598,A003707,Standard Class,2014-09-22
S0000007599,A003707,Standard Class,2014-09-22
S0000007600,A003707,Standard Class,2014-09-22
S0000007601,A003707,Standard Class,2014-09-22
S0000007602,A003707,Standard Class,2014-09-22
S0000007603,A003707,Standard Class,2014-09-22
S0000007604,A003708,Standard Class,2016-07-12
S0000007605,A003709,Standard Class,2016-05-31
S0000007606,A003709,Standard Class,2016-05-31
S0000007607,A003709,Standard Class,2016-05-31
S0000007608,A003710,First Class,2017-12-27
S0000007609,A000706,Standard Class,2017-05-07
S0000007610,A000706,Standard Class,2017-05-07
S0000007611,A003711,First Class,2014-02-24
S0000007612,A003712,First Class,2015-02-11
S0000007613,A003712,First Class,2015-02-11
S0000007614,A003712,First Class,2015-02-11
S0000007615,A003713,Second Class,2015-08-28
S0000007616,A003714,Standard Class,2014-12-04
S0000007617,A003715,Standard Class,2016-12-16
S0000007618,A003715,Standard Class,2016-12-16
S0000007619,A003716,First Class,2017-10-29
S0000007620,A003716,First Class,2017-10-29
S0000007621,A003717,Standard Class,2014-11-29
S0000007622,A003717,Standard Class,2014-11-29
S0000007623,A003717,Standard Class,2014-11-29
S0000007624,A003718,Standard Class,2014-07-20
S0000007625,A003719,Second Class,2015-05-27
S0000007626,A003719,Second Class,2015-05-27
S0000007627,A003720,Second Class,2015-11-23
S0000007628,A003720,Second Class,2015-11-23
S0000007629,A003720,Second Class,2015-11-23
S0000007630,A003721,First Class,2014-04-01
S0000007631,A003721,First Class,2014-04-01
S0000007632,A003721,First Class,2014-04-01
S0000007633,A003722,Second Class,2018-01-01
S0000007634,A003722,Second Class,2018-01-01
S0000007635,A003722,Second Class,2018-01-01
S0000007636,A003722,Second Class,2018-01-01
S0000007637,A003722,Second Class,2018-01-01
S0000007638,A003723,Standard Class,2017-03-08
S0000007639,A003723,Standard Class,2017-03-08
S0000007640,A003723,Standard Class,2017-03-08
S0000007641,A003723,Standard Class,2017-03-08
S0000007642,A003724,First Class,2016-10-07
S0000007643,A003724,First Class,2016-10-07
S0000007644,A003724,First Class,2016-10-07
S0000007645,A003724,First Class,2016-10-07
S0000007646,A003725,Standard Class,2015-04-11
S0000007647,A003726,Standard Class,2014-09-13
S0000007648,A003727,First Class,2016-03-16
S0000007649,A003727,First Class,2016-03-16
S0000007650,A003728,Standard Class,2015-12-31
S0000007651,A003728,Standard Class,2015-12-31
S0000007652,A003729,First Class,2017-08-08
S0000007653,A003729,First Class,2017-08-08
S0000007654,A003730,Standard Class,2015-03-27
S0000007655,A003731,Second Class,2015-12-02
S0000007656,A003731,Second Class,2015-12-02
S0000007657,A003732,Same Day,2014-04-15
S0000007658,A003732,Same Day,2014-04-15
S0000007659,A003733,First Class,2017-08-02
S0000007660,A003734,Standard Class,2017-06-05
S0000007661,A003735,Standard Class,2014-01-12
S0000007662,A003735,Standard Class,2014-01-12
S0000007663,A003736,First Class,2017-10-01
S0000007664,A003737,Standard Class,2017-09-19
S0000007665,A003738,Standard Class,2014-10-26
S0000007666,A003739,Standard Class,2016-10-08
S0000007667,A003739,Standard Class,2016-10-08
S0000007668,A003739,Standard Class,2016-10-08
S0000007669,A003740,Second Class,2015-11-29
S0000007670,A003740,Second Class,2015-11-29
S0000007671,A003740,Second Class,2015-11-29
S0000007672,A003740,Second Class,2015-11-29
S0000007673,A003740,Second Class,2015-11-29
S0000007674,A003740,Second Class,2015-11-29
S0000007675,A003740,Second Class,2015-11-29
S0000007676,A003741,Second Class,2017-05-09
S0000007677,A003742,Same Day,2014-10-08
S0000007678,A003743,Standard Class,2015-01-07
S0000007679,A003743,Standard Class,2015-01-07
S0000007680,A003743,Standard Class,2015-01-07
S0000007681,A003743,Standard Class,2015-01-07
S0000007682,A003743,Standard Class,2015-01-07
S0000007683,A003744,First Class,2015-05-01
S0000007684,A003744,First Class,2015-05-01
S0000007685,A003745,Standard Class,2015-02-21
S0000007686,A003745,Standard Class,2015-02-21
S0000007687,A003746,Standard Class,2016-11-29
S0000007688,A003746,Standard Class,2016-11-29
S0000007689,A003746,Standard Class,2016-11-29
S0000007690,A003747,First Class,2017-07-17
S0000007691,A003747,First Class,2017-07-17
S0000007692,A003747,First Class,2017-07-17
S0000007693,A003748,Standard Class,2015-01-03
S0000007694,A003748,Standard Class,2015-01-03
S0000007695,A000985,Same Day,2016-03-22
S0000007696,A003749,First Class,2017-07-05
S0000007697,A003749,First Class,2017-07-05
S0000007698,A003750,Standard Class,2017-12-18
S0000007699,A003750,Standard Class,2017-12-18
S0000007700,A003750,Standard Class,2017-12-18
S0000007701,A003750,Standard Class,2017-12-18
S0000007702,A003750,Standard Class,2017-12-18
S0000007703,A003751,Standard Class,2016-09-02
S0000007704,A003751,Standard Class,2016-09-02
S0000007705,A003751,Standard Class,2016-09-02
S0000007706,A003751,Standard Class,2016-09-02
S0000007707,A003751,Standard Class,2016-09-02
S0000007708,A003752,Standard Class,2017-10-19
S0000007709,A003753,Standard Class,2014-10-29
S0000007710,A003753,Standard Class,2014-10-29
S0000007711,A003754,Standard Class,2015-04-07
S0000007712,A003755,Second Class,2017-10-30
S0000007713,A003755,Second Class,2017-10-30
S0000007714,A003755,Second Class,2017-10-30
S0000007715,A003756,First Class,2014-12-07
S0000007716,A003757,Standard Class,2017-11-08
S0000007717,A003758,Standard Class,2015-01-12
S0000007718,A003758,Standard Class,2015-01-12
S0000007719,A003759,Standard Class,2017-09-14
S0000007720,A003760,Standard Class,2015-01-10
S0000007721,A003760,Standard Class,2015-01-10
S0000007722,A003760,Standard Class,2015-01-10
S0000007723,A003761,Standard Class,2017-04-20
S0000007724,A003762,Standard Class,2015-09-14
S0000007725,A003763,Standard Class,2016-09-29
S0000007726,A003763,Standard Class,2016-09-29
S0000007727,A003763,Standard Class,2016-09-29
S0000007728,A000087,Second Class,2015-03-20
S0000007729,A003764,Standard Class,2016-12-02
S0000007730,A003765,Standard Class,2016-10-01
S0000007731,A003766,Standard Class,2017-06-19
S0000007732,A003767,First Class,2017-09-21
S0000007733,A003768,Standard Class,2017-06-08
S0000007734,A003769,Second Class,2016-05-19
S0000007735,A003770,Standard Class,2017-09-20
S0000007736,A003771,Standard Class,2016-08-26
S0000007737,A001770,Standard Class,2014-06-06
S0000007738,A003772,First Class,2017-12-20
S0000007739,A003773,Standard Class,2017-08-06
S0000007740,A003774,Standard Class,2014-11-26
S0000007741,A003774,Standard Class,2014-11-26
S0000007742,A003775,Second Class,2015-09-26
S0000007743,A003776,Standard Class,2017-08-27
S0000007744,A003777,Standard Class,2016-06-22
S0000007745,A003777,Standard Class,2016-06-22
S0000007746,A003777,Standard Class,2016-06-22
S0000007747,A003778,Standard Class,2015-12-23
S0000007748,A003779,Second Class,2015-06-02
